Codigo;Nome completo;Unidade;Periodicidade;Inicio_dd/MM/aaaa;Ultimo_Valor;Desativada;Fonte;Especial
193;Índice de preços ao consumidor-São Paulo (IPC-Fipe);Var. % mensal;M;28/02/1939;01/09/2017;N;Fipe;N
194;Índice de custo de vida (ICV);Var. % mensal;M;31/01/1993;01/09/2017;N;Dieese;N
195;Depósitos de poupança a partir de 04.05.2012 - Rentabilidade no período;% a.m.;D;04/05/2012;13/10/2017;N;BCB;S
196;Depósitos de poupança a partir de 04.05.2012 - Rentabilidade no período (1º dia do mês);% a.m.;M;01/06/2012;01/10/2017;N;BCB;N
204;Depósitos de poupança a partir de 04.05.2012 - Rentabilidade adicional no período;% a.m.;D;04/05/2012;13/10/2017;N;BCB;S
206;Cesta básica;u.m.c.;M;01/03/1990;01/09/2017;N;Dieese;N
207;Poupança SBPE - Exigibilidades;u.m.c. (mil);M;30/04/1992;01/11/1997;S;Sisbacen PESP300;N
208;Poupança SBPE - Aplicações;u.m.c. (mil);M;31/03/1992;01/10/1997;S;Sisbacen PESP300;N
209;Poupança rural - Exigibilidades;u.m.c. (mil);M;31/12/1991;01/06/1996;S;Sisbacen PESP300;N
210;Poupança rural - Aplicações;u.m.c. (mil);M;31/12/1991;01/06/1996;S;Sisbacen PESP300;N
212;Fundo de aplicações financeiras - Aplicações em títulos do Banco Central;u.m.c. (mil);M;30/04/1991;01/11/1995;S;Sisbacen PESP300;N
213;Fundo de renda fixa-curto prazo - Patrimônio líquido;u.m.c. (mil);D;02/05/1994;29/12/1995;S;Sisbacen PFAF360;N
214;Fundo de renda fixa-curto prazo - Captação líquida;u.m.c. (mil);D;02/05/1994;29/12/1995;S;Sisbacen PFAF360;N
215;Fundo de renda fixa-curto prazo - Rentabilidade diária (%);% a.d.;D;02/05/1994;29/12/1995;S;Sisbacen PFAF360;N
216;Fundo de renda fixa-curto prazo - Aplicações em depósitos obrigatórios;u.m.c. (mil);M;02/05/1994;01/11/1995;S;Sisbacen PFAF360;N
217;Fundo de renda fixa-curto prazo - Aplicações em operações compromissadas;u.m.c. (mil);M;02/05/1994;01/11/1995;S;Sisbacen PFAF360;N
218;Fundo de renda fixa-curto prazo - Aplicações em quotas FIEX;u.m.c. (mil);M;02/05/1994;01/11/1995;S;Sisbacen PFAF360;N
219;Fundo de renda fixa-curto prazo - Aplicações em títulos do Tesouro Nacional;u.m.c. (mil);M;02/05/1994;01/11/1995;S;Sisbacen PFAF360;N
220;Fundo de renda fixa-curto prazo - Aplicações em títulos do Banco Central;u.m.c. (mil);M;02/05/1994;01/11/1995;S;Sisbacen PFAF360;N
221;Fundo de renda fixa-curto prazo - Aplicações em títulos privados;u.m.c. (mil);M;02/05/1994;01/11/1995;S;Sisbacen PFAF360;N
222;Fundo de renda fixa-curto prazo - Aplicações em títulos estaduais e municipais;u.m.c. (mil);M;02/05/1994;01/11/1995;S;Sisbacen PFAF360;N
225;Índice de preços ao produtor amplo;Var. % mensal;M;29/02/1944;01/09/2017;N;FGV;N
226;Taxa de juros - Taxa Referencial (TR);% a.m.;D;01/02/1991;13/10/2017;N;BCB-DSTAT;S
227;Taxa de juros - Taxa Referencial (TRD/TR) pro-rata;% a.d.;D;01/02/1991;13/10/2017;N;BCB-DSTAT;S
228;Taxa de juros - Índice diário de remuneração médio (IDRM);A definir;D;30/05/1994;30/08/1994;S;BCB-DSTAT;N
229;Índice de preços ao consumidor-série r (IPC-r);Var. % mensal;M;31/07/1994;01/06/1995;S;IBGE;N
230;Fundo de comodities - Aplicações em direitos creditórios cotas-partes;u.m.c. (mil);M;21/12/1992;01/11/1995;S;Sisbacen PESP300;N
231;Fundo de comodities - Aplicações em quotas FIEX;u.m.c. (mil);M;21/12/1992;01/11/1995;S;Sisbacen PESP300;N
232;Fundo de comodities - Outras aplicações;u.m.c. (mil);M;21/12/1992;01/12/1995;S;Sisbacen PESP300;N
233;Fundo de investimento-capital estrangeiro - Patrimônio líquido;u.m.c. (mil);D;03/05/1993;06/11/2001;S;Sisbacen PESP300;N
234;Fundo de investimento-capital estrangeiro - Captação líquida;u.m.c. (mil);D;31/05/1993;30/03/2001;S;Sisbacen PESP300;N
235;Fundo de investimento-capital estrangeiro - Rentabilidade diária (%);% a.d.;D;03/05/1993;06/11/2001;S;Sisbacen PESP300;N
236;Fundo de conversão-capital estrangeiro - Patrimônio líquido;u.m.c. (mil);D;31/05/1993;31/03/2004;S;Sisbacen PESP300;N
237;Fundo de conversão-capital estrangeiro - Captação líquida;u.m.c. (mil);D;31/05/1993;31/03/2004;S;Sisbacen PESP300;N
238;Fundo de conversão-capital estrangeiro - Rentabilidade diária (%);% a.d.;D;31/05/1993;31/03/2004;S;Sisbacen PESP300;N
239;Poupança SBPE - Saldos;u.m.c. (mil);D;22/08/1991;09/10/2017;N;Sisbacen PESP300;N
240;Poupança SBPE - Captação líquida;u.m.c. (mil);D;22/08/1991;09/10/2017;N;Sisbacen PESP300;N
241;Poupança rural - Saldos;u.m.c. (mil);D;22/08/1991;09/10/2017;N;Sisbacen PESP300;N
242;Poupança rural - Captação líquida;u.m.c. (mil);D;22/08/1991;09/10/2017;N;Sisbacen PESP300;N
243;Depósitos a prazo (CDB/RDB-pré-fixados) - Captação líquida;u.m.c. (mil);D;28/02/1992;06/10/2017;N;Sisbacen PESP300;N
244;Depósitos a prazo (CDB/RDB-pós-fixados) - Captação líquida;u.m.c. (mil);D;28/02/1992;06/10/2017;N;Sisbacen PESP300;N
245;Depósitos a prazo (CDB/RDB-pré-fixados) - Captação diária de instituições financeiras;u.m.c. (mil);D;28/02/1992;10/10/2017;N;Sisbacen PESP300;N
246;Depósitos a prazo (CDB/RDB-pré-fixados) - Captação diária de investidores institucionais;u.m.c. (mil);D;28/02/1992;10/10/2017;N;Sisbacen PESP300;N
247;Depósitos a prazo (CDB/RDB-pré-fixados) - Captação diária de pessoas jurídicas;u.m.c. (mil);D;28/02/1992;10/10/2017;N;Sisbacen PESP300;N
248;Depósitos a prazo (CDB/RDB-pré-fixados) - Captação diária de pessoas físicas;u.m.c. (mil);D;28/02/1992;10/10/2017;N;Sisbacen PESP300;N
249;Depósitos a prazo (CDB/RDB-pós-fixados) - Captação diária de instituições financeiras;u.m.c. (mil);D;28/02/1992;10/10/2017;N;Sisbacen PESP300;N
250;Depósitos a prazo (CDB/RDB-pós-fixados) - Captação diária de investidores institucionais;u.m.c. (mil);D;28/02/1992;10/10/2017;N;Sisbacen PESP300;N
251;Depósitos a prazo (CDB/RDB-pós-fixados) - Captação diária de pessoas jurídicas;u.m.c. (mil);D;28/02/1992;10/10/2017;N;Sisbacen PESP300;N
252;Depósitos a prazo (CDB/RDB-pós-fixados) - Captação diária de pessoas físicas;u.m.c. (mil);D;28/02/1992;10/10/2017;N;Sisbacen PESP300;N
253;Taxa de juros - Taxa Básica Financeira (TBF);% a.m.;D;01/07/1995;13/10/2017;N;BCB-DSTAT;S
254;Taxa de juros - TBF pro rata;% a.d.;D;01/07/1995;13/10/2017;N;BCB-DSTAT;S
256;Taxa de juros - TJLP;% a.a.;M;01/12/1994;01/12/2017;N;BCB-Secre;N
257;Fundo de investimento financeiro - FIF CP - Patrimônio líquido;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
258;Fundo de investimento financeiro - FIF CP - Captação líquida;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
259;Fundo de investimento financeiro - FIF CP - Rentabilidade diária (%);% a.d.;D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
260;Fundo de investimento financeiro - FIF 30 - Patrimônio líquido;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
261;Fundo de investimento financeiro - FIF 30 - Captação líquida;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
262;Fundo de investimento financeiro - FIF 30 - Rentabilidade diária (%);% a.d.;D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
263;Fundo de investimento financeiro - FIF 60 - Patrimônio liquído;u.m.c. (mil);D;02/10/1995;30/07/1999;S;Sisbacen PFIF300;N
264;Fundo de investimento financeiro - FIF 60 - Captação líquida;u.m.c. (mil);D;02/10/1995;30/07/1999;S;Sisbacen PFIF300;N
265;Fundo de investimento financeiro - FIF 60 - Rentabilidade diária (%);% a.d.;D;02/10/1995;30/07/1999;S;Sisbacen PFIF300;N
266;Fundo de investimento financeiro - FIF 90 - Patrimônio liquído;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
267;Fundo de investimento financeiro - FIF 90 - Captação líquida;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
268;Fundo de investimento financeiro - FIF 90 - Rentabilidade diária (%);% a.d.;D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
269;Fundo de investimento financeiro - FIF total - Patrimônio líquido - diário;u.m.c. (mil);D;01/08/1995;26/12/2006;S;Sisbacen PFIF300;N
270;Fundo de investimento financeiro - FIF total - Captação líquida;u.m.c. (mil);D;01/08/1995;26/12/2006;S;CVM;N
272;Índice de preços ao consumidor (IPC-Fipe) - Segunda quadrissemana;Var. % mensal;M;31/01/1991;01/09/2017;N;Fipe;N
273;Unidade padrão de capital (UPC);u.m.c.;M;31/10/1964;01/12/2017;N;BCB-Denor;N
274;Fundo de investimento financeiro - FIF CP - Captação;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
275;Fundo de investimento financeiro - FIF CP - Resgates;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
276;Fundo de investimento financeiro - FIF CP - Posições em derivativos (mercado futuro);u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
277;Fundo de investimento financeiro - FIF CP - Margem de garantia;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
278;Fundo de investimento financeiro - FIF CP - Posições em derivativos (mercado de opções/Box);u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
279;Fundo de investimento financeiro - FIF CP - Posições em derivativos (SWAP);u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
280;Fundo de investimento financeiro - FIF 30 - Captação;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
281;Fundo de investimento financeiro - FIF 30 - Resgates;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
282;Fundo de investimento financeiro - FIF 30 - Posições em derivativos (mercado futuro);u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
283;Fundo de investimento financeiro - FIF 30 - Margem de garantia;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
284;Fundo de investimento financeiro - FIF 30 - Posições em derivativos (mercado de opções/Box);u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
285;Fundo de investimento financeiro - FIF 30 - Posições em derivativos (SWAP);u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
286;Fundo de investimento financeiro - FIF 60 - Captação;u.m.c. (mil);D;02/10/1995;30/07/1999;S;Sisbacen PFIF300;N
287;Fundo de investimento financeiro - FIF 60 - Resgates;u.m.c. (mil);D;02/10/1995;30/07/1999;S;Sisbacen PFIF300;N
288;Fundo de investimento financeiro - FIF 60 - Posições em derivativos (mercado futuro);u.m.c. (mil);D;02/10/1995;30/07/1999;S;Sisbacen PFIF300;N
289;Fundo de investimento financeiro - FIF 60 - Margem de garantia;u.m.c. (mil);D;02/10/1995;30/07/1999;S;Sisbacen PFIF300;N
290;Fundo de investimento financeiro - FIF 60 - Posições em derivativos (mercado de opções/Box);u.m.c. (mil);D;02/10/1995;30/07/1999;S;Sisbacen PFIF300;N
291;Fundo de investimento financeiro - FIF 60 - Posições em derivativos (SWAP);u.m.c. (mil);D;02/10/1995;30/07/1999;S;Sisbacen PFIF300;N
292;Fundo de investimento financeiro - FIF 90 - Captação;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
293;Fundo de investimento financeiro - FIF 90 - Resgates;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
294;Fundo de investimento financeiro - FIF 90 - Posições em derivativos (mercado futuro);u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
295;Fundo de investimento financeiro - FIF 90 - Margem de garantia;u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
296;Fundo de investimento financeiro - FIF 90 - Posições em derivativos (mercado de opções/Box);u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
297;Fundo de investimento financeiro - FIF 90 - Posições em derivativos (SWAP);u.m.c. (mil);D;01/08/1995;30/07/1999;S;Sisbacen PFIF300;N
298;Fundo de investimento financeiro - FIF total - Captação;u.m.c. (mil);D;01/08/1995;26/12/2006;S;CVM;N
299;Fundo de investimento financeiro - FIF total - Resgates;u.m.c. (mil);D;01/08/1995;26/12/2006;S;CVM;N
300;Fundo de investimento financeiro - FIF total - Posições em derivativos (mercado futuro);u.m.c. (mil);D;01/08/1995;31/03/2004;S;Sisbacen PFIF300;N
301;Fundo de investimento financeiro - FIF total - Margem de garantia;u.m.c. (mil);D;01/08/1995;31/03/2004;S;Sisbacen PFIF300;N
302;Fundo de investimento financeiro - FIF total - Posições em derivativos (mercado de opções/Box);u.m.c. (mil);D;01/08/1995;31/03/2004;S;Sisbacen PFIF300;N
303;Fundo de investimento financeiro - FIF total - Posições em derivativos (SWAP);u.m.c. (mil);D;01/08/1995;31/03/2004;S;Sisbacen PFIF300;N
304;Fundo de investimento financeiro - FIF CP - Aplicações em títulos de emissão do Tesouro;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
305;Fundo de investimento financeiro - FIF CP - Aplicações em títulos de emissão do Banco Central;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
306;Fundo de investimento financeiro - FIF CP - Aplicações em títulos estaduais;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
307;Fundo de investimento financeiro - FIF CP - Aplicações em títulos municipais;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
308;Fundo de investimento financeiro - FIF CP - Aplicações em CDB/RDB;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
309;Fundo de investimento financeiro - FIF CP - Aplicações em debêntures;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
310;Fundo de investimento financeiro - FIF CP - Aplicações em letras hipotecárias;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
311;Fundo de investimento financeiro - FIF CP - Aplicações em letras de câmbio;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
313;Fundo de investimento financeiro - FIF CP - Aplicações em warrants;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
314;Fundo de investimento financeiro - FIF CP - Aplicações em export notes;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
315;Fundo de investimento financeiro - FIF CP - Aplicações em ações para conversão de debêntures;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
316;Fundo de investimento financeiro - FIF CP - Aplicações em ações de companhias abertas;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
317;Fundo de investimento financeiro - FIF CP - Outras aplicações;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
318;Fundo de investimento financeiro - FIF CP - Aplicações em operações compromissadas;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
319;Fundo de investimento financeiro - FIF 30 - Aplicações em títulos de emissão do Tesouro;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
320;Fundo de investimento financeiro - FIF 30 - Aplicações em títulos de emissão do Banco Central;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
321;Fundo de investimento financeiro - FIF 30 - Aplicações em títulos estaduais;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
322;Fundo de investimento financeiro - FIF 30 - Aplicações em títulos municipais;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
323;Fundo de investimento financeiro - FIF 30 - Aplicações em CDB/RDB;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
324;Fundo de investimento financeiro - FIF 30 - Aplicações em debêntures;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
325;Fundo de investimento financeiro - FIF 30 - Aplicações em letras hipotecárias;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
326;Fundo de investimento financeiro - FIF 30 - Aplicações em letras de câmbio;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
327;Fundo de investimento financeiro - FIF 30 - Aplicações em ouro;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
328;Fundo de investimento financeiro - FIF 30 - Aplicações em warrants;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
329;Fundo de investimento financeiro - FIF 30 - Aplicações em export notes;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
330;Fundo de investimento financeiro - FIF 30 - Aplicações em ações para conversão de debêntures;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
331;Fundo de investimento financeiro - FIF 30 - Aplicações em ações de companhias abertas;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
332;Fundo de investimento financeiro - FIF 30 - Outras aplicações;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
333;Fundo de investimento financeiro - FIF 30 - Aplicações em operações compromissadas;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
334;Fundo de investimento financeiro - FIF 60 - Aplicações em títulos de emissão do Tesouro;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
335;Fundo de investimento financeiro - FIF 60 - Aplicações em títulos de emissão do Banco Central;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
336;Fundo de investimento financeiro - FIF 60 - Aplicações em títulos estaduais;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
337;Fundo de investimento financeiro - FIF 60 - Aplicações em títulos municipais;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
338;Fundo de investimento financeiro - FIF 60 - Aplicações em CDB/RDB;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
339;Fundo de investimento financeiro - FIF 60 - Aplicações em debêntures;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
340;Fundo de investimento financeiro - FIF 60 - Aplicações em letras hipotecárias;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
341;Fundo de investimento financeiro - FIF 60 - Aplicações em letras de câmbio;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
342;Fundo de investimento financeiro - FIF 60 - Aplicações em ouro;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
343;Fundo de investimento financeiro - FIF 60 - Aplicações em warrants;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
344;Fundo de investimento financeiro - FIF 60 - Aplicações em export notes;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
345;Fundo de investimento financeiro - FIF 60 - Aplicações em ações para conversão de debêntures;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
346;Fundo de investimento financeiro - FIF 60 - Aplicações em ações de companhias abertas;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
347;Fundo de investimento financeiro - FIF 60 - Outras aplicações;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
348;Fundo de investimento financeiro - FIF 60 - Aplicações em operações compromissadas;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
349;Fundo de investimento financeiro - FIF 90 - Aplicações em títulos de emissão do Tesouro;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
350;Fundo de investimento financeiro - FIF 90 - Aplicações em títulos de emissão do Banco Central;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PFIF300;N
351;Fundo de investimento financeiro - FIF 90 - Aplicações em títulos estaduais;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
352;Fundo de investimento financeiro - FIF 90 - Aplicações em títulos municipais;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
353;Fundo de investimento financeiro - FIF 90 - Aplicações em CDB/RDB;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
354;Fundo de investimento financeiro - FIF 90 - Aplicações em debêntures;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
355;Fundo de investimento financeiro - FIF 90 - Aplicações em letras hipotecárias;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
356;Fundo de investimento financeiro - FIF 90 - Aplicações em letras de câmbio;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
358;Fundo de investimento financeiro - FIF 90 - Aplicações em warrants;u.m.c. (mil);S;01/09/1995;26/07/1999;S;Sisbacen PEFI450;N
